Epoch,Loss
0,2.648765802383423
1,2.5743751525878906
2,2.424423933029175
3,2.195286750793457
4,2.032052516937256
5,2.060222625732422
6,1.8591384887695312
7,1.7962199449539185
8,1.6423524618148804
9,1.5350770950317383
10,1.5109807252883911
11,1.381455659866333
12,1.3128740787506104
13,1.2866439819335938
14,1.1875566244125366
15,1.0953989028930664
16,1.0384628772735596
17,0.9765626192092896
18,0.9208415150642395
19,0.8864775896072388
20,0.8508309125900269
21,0.7901792526245117
22,0.7598865628242493
23,0.7749437093734741
24,0.7082394957542419
25,0.7169159650802612
26,0.6592736840248108
27,0.6347344517707825
28,0.655326783657074
29,0.624909520149231
30,0.6096199750900269
31,0.5788952112197876
32,0.6123804450035095
33,0.5683674216270447
34,0.576471209526062
35,0.5188601613044739
36,0.5396491289138794
37,0.5496724247932434
38,0.5443191528320312
39,0.5334420800209045
40,0.4779380261898041
41,0.49226588010787964
42,0.48339900374412537
43,0.47344112396240234
44,0.49538296461105347
45,0.4617987871170044
46,0.4821663796901703
47,0.4592757225036621
48,0.4685843288898468
49,0.45219433307647705
50,0.4790180027484894
51,0.4224179983139038
52,0.41302645206451416
53,0.4280721843242645
54,0.41992542147636414
55,0.40787962079048157
56,0.42494717240333557
57,0.4234817624092102
58,0.43299734592437744
59,0.41440337896347046
60,0.41877180337905884
61,0.4143487215042114
62,0.4123454689979553
63,0.3931933641433716
64,0.4151912331581116
65,0.40731436014175415
66,0.3734884560108185
67,0.40387362241744995
68,0.3956175446510315
69,0.374184787273407
70,0.403604656457901
71,0.38850900530815125
72,0.3802328407764435
73,0.38121187686920166
74,0.378875732421875
75,0.3824765980243683
76,0.38851144909858704
77,0.3462599813938141
78,0.3719621002674103
79,0.3832719624042511
80,0.361444354057312
81,0.3676420748233795
82,0.3525809645652771
83,0.3535815179347992
84,0.35938721895217896
85,0.34248802065849304
86,0.38571688532829285
87,0.38627082109451294
88,0.3808726370334625
89,0.3579404652118683
90,0.3473068177700043
91,0.3485652506351471
92,0.3707890212535858
93,0.35468989610671997
94,0.346108615398407
95,0.3404582440853119
96,0.3333429992198944
97,0.34355613589286804
98,0.33963721990585327
99,0.3148166239261627
100,0.33110854029655457
101,0.3304235339164734
102,0.34038254618644714
103,0.32161226868629456
104,0.3319631814956665
105,0.31435152888298035
106,0.30562108755111694
107,0.32239657640457153
108,0.32484713196754456
109,0.3009401857852936
110,0.32391273975372314
111,0.3049830496311188
112,0.3338107466697693
113,0.30021485686302185
114,0.3134108781814575
115,0.3254636526107788
116,0.3032067120075226
117,0.3294476568698883
118,0.3166623115539551
119,0.3024992346763611
120,0.3178038001060486
121,0.29811275005340576
122,0.2983357012271881
123,0.31898951530456543
124,0.2960898280143738
125,0.31999608874320984
126,0.3176351487636566
127,0.31270959973335266
128,0.29827558994293213
129,0.2910274565219879
130,0.2941623032093048
131,0.2999073565006256
132,0.2962838113307953
133,0.28683343529701233
134,0.2836896479129791
135,0.2882040739059448
136,0.3052101731300354
137,0.27916646003723145
138,0.26370173692703247
139,0.30849719047546387
140,0.2782647907733917
141,0.28473564982414246
142,0.2870076894760132
143,0.2706787586212158
144,0.2694127559661865
145,0.26289233565330505
146,0.26758873462677
147,0.28865882754325867
148,0.27430078387260437
149,0.2655370831489563
150,0.26959505677223206
151,0.27876079082489014
152,0.28112030029296875
153,0.25620734691619873
154,0.2746048867702484
155,0.26964056491851807
156,0.2680938243865967
157,0.2775614261627197
158,0.25995123386383057
159,0.2851412296295166
160,0.30349135398864746
161,0.2686435580253601
162,0.26404818892478943
163,0.2608071267604828
164,0.27732497453689575
165,0.27051761746406555
166,0.27098146080970764
167,0.26627519726753235
168,0.2720123827457428
169,0.2575736939907074
170,0.27566710114479065
171,0.2706533968448639
172,0.2581668794155121
173,0.2529740035533905
174,0.2574252486228943
175,0.28188377618789673
176,0.2594253718852997
177,0.25955015420913696
178,0.2876122295856476
179,0.2519415616989136
180,0.27048730850219727
181,0.2438962459564209
182,0.2446044236421585
183,0.2573925852775574
184,0.2811788320541382
185,0.269901841878891
186,0.26111119985580444
187,0.25082331895828247
188,0.2557069659233093
189,0.24463069438934326
190,0.24471479654312134
191,0.24872028827667236
192,0.2521834373474121
193,0.24871332943439484
194,0.2512868046760559
195,0.24096477031707764
196,0.2664755582809448
197,0.26092544198036194
198,0.2675650715827942
199,0.27515891194343567
200,0.26023733615875244
201,0.266706258058548
202,0.2256121188402176
203,0.2662780284881592
204,0.23174399137496948
205,0.23462128639221191
206,0.24472108483314514
207,0.22919045388698578
208,0.2544187307357788
209,0.24499374628067017
210,0.23562666773796082
