Epoch,Loss
0,2.641633987426758
1,2.6125471591949463
2,2.581996202468872
3,2.526430130004883
4,2.4392826557159424
5,2.319251298904419
6,2.1902992725372314
7,2.3595073223114014
8,2.0513272285461426
9,2.104503870010376
10,1.901659369468689
11,1.886168122291565
12,1.8761413097381592
13,1.8248779773712158
14,1.8159691095352173
15,1.8284248113632202
16,1.769637107849121
17,1.7599786520004272
18,1.7591317892074585
19,1.7387726306915283
20,1.7240195274353027
21,1.7020759582519531
22,1.7097978591918945
23,1.6895796060562134
24,1.6818385124206543
25,1.668998122215271
26,1.674177646636963
27,1.6585286855697632
28,1.646337866783142
29,1.6375751495361328
30,1.6226623058319092
31,1.6246542930603027
32,1.6237701177597046
33,1.614058494567871
34,1.6047756671905518
35,1.5849621295928955
36,1.5756113529205322
37,1.5653892755508423
38,1.5761289596557617
39,1.562511682510376
40,1.5484545230865479
41,1.5345052480697632
42,1.5288641452789307
43,1.5268068313598633
44,1.5036180019378662
45,1.5048705339431763
46,1.4841277599334717
47,1.4817475080490112
48,1.4527894258499146
49,1.4583252668380737
50,1.4463906288146973
51,1.4391896724700928
52,1.4187300205230713
53,1.4106273651123047
54,1.3972952365875244
55,1.3817861080169678
56,1.353438138961792
57,1.3554182052612305
58,1.3503023386001587
59,1.3209789991378784
60,1.3226211071014404
61,1.2871708869934082
62,1.2681918144226074
63,1.2434061765670776
64,1.2278192043304443
65,1.202582597732544
66,1.1797361373901367
67,1.1515405178070068
68,1.1380420923233032
69,1.1140369176864624
70,1.088592529296875
71,1.0675485134124756
72,1.0690017938613892
73,1.0386909246444702
74,0.9991006255149841
75,0.9843760132789612
76,0.954164981842041
77,0.9462555646896362
78,0.9084065556526184
79,0.9100356101989746
80,0.8612191677093506
81,0.8557792901992798
82,0.8506471514701843
83,0.8347985148429871
84,0.8039289712905884
85,0.7998080849647522
86,0.74775230884552
87,0.7482801675796509
88,0.7274681925773621
89,0.7327452301979065
90,0.7008944749832153
91,0.7038464546203613
92,0.6666371822357178
93,0.6800222992897034
